日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門售電量(度),服務業部門用電佔比(%),機關用電售電量(度),機關用電用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),合計售電量(度),縣市用電佔比(%)
2016年11月,台中市,498564274,0.4667,483640632,0.4527,72187091,0.0676,13857264,0.013,1068249261,12.847674825119
2016年11月,台南市,322478043,0.5119,220783235,0.3505,52956239,0.0841,33713443,0.0535,629930960,7.5760858741705
2016年11月,高雄市,551096529,0.5352,368099941,0.3575,91031226,0.0884,19477226,0.0189,1029704922,12.384107798302
2016年11月,宜蘭縣,69701713,0.4944,52652209,0.3734,13449243,0.0954,5191511,0.0368,140994676,1.6957219774955
2016年11月,新竹縣,87425721,0.5293,62167601,0.3763,14006618,0.0848,1587545,0.0096,165187485,1.9866852896042
2016年11月,苗栗縣,87031316,0.5555,52193404,0.3331,15224546,0.0972,2226653,0.0142,156675919,1.8843179524921
2016年11月,彰化縣,195749523,0.5063,118252235,0.3058,33323797,0.0862,39334141,0.1017,386659696,4.6502985993523
2016年11月,南投縣,62732282,0.4838,43610509,0.3363,13258020,0.1022,10070312,0.0777,129671123,1.5595352913725
2016年11月,雲林縣,107853726,0.5028,55283660,0.2577,20099101,0.0937,31286569,0.1458,214523056,2.5800368571271
2016年11月,嘉義縣,75647995,0.5119,33461837,0.2264,17778604,0.1203,20897201,0.1414,147785637,1.7773958544298
2016年11月,屏東縣,137902963,0.4778,69014816,0.2391,24084579,0.0834,57614706,0.1996,288617064,3.4711544605062
2016年11月,台東縣,29206802,0.4633,22874725,0.3629,8581443,0.1361,2375955,0.0377,63038925,0.7581597659772
2016年11月,花蓮縣,47819242,0.4436,42173305,0.3912,15212050,0.1411,2604043,0.0242,107808640,1.2965984631356
2016年11月,基隆市,54503873,0.556,35970301,0.3669,7552203,0.077,8673,0.0001,98035050,1.1790529512609
2016年11月,新竹市,86423465,0.4442,88040011,0.4525,19336050,0.0994,750430,0.0039,194549956,2.3398233569471
2016年11月,嘉義市,45731074,0.4715,42503890,0.4382,8218008,0.0847,546790,0.0056,96999762,1.1666016966147
2016年11月,澎湖縣,15158494,0.5053,10302585,0.3434,4083371,0.1361,456099,0.0152,30000549,0.36081213645422
2016年11月,金門縣,8861012,0.4268,7949639,0.3829,3811615,0.1836,141563,0.0068,20763829,0.24972348014232
2016年11月,連江縣,1291449,0.3195,1690720,0.4182,1039990,0.2573,20212,0.005,4042371,0.048616994204026
2016年11月,合計,4030026005,0.4847,3359285624,0.404,677346557,0.0815,248070164,0.0298,8314728350,100
2016年10月,新北市,820995887,0.5783,530062609,0.3734,66709427,0.047,1851029,0.0013,1419618952,16.01
2016年10月,台北市,555064823,0.3838,742710055,0.5135,146778603,0.1015,1776639,0.0012,1446330120,16.31
2016年10月,桃園市,447335565,0.5278,339920676,0.4011,57564371,0.0679,2726042,0.0032,847546654,9.56
2016年10月,台中市,530065025,0.4789,485940773,0.439,75867167,0.0685,14987954,0.0135,1106860919,12.48
2016年10月,台南市,353796002,0.5187,239553550,0.3512,52839164,0.0775,35906279,0.0526,682094995,7.69
2016年10月,高雄市,460030958,0.4819,380012073,0.3981,95078574,0.0996,19477293,0.0204,954598898,10.76
2016年10月,宜蘭縣,80094837,0.5262,52517662,0.345,13397239,0.088,6217214,0.0408,152226952,1.72
2016年10月,新竹縣,113914678,0.5558,75067832,0.3663,14118780,0.0689,1846978,0.009,204948268,2.31
2016年10月,苗栗縣,84698303,0.5466,53111787,0.3428,14861474,0.0959,2285253,0.0147,154956817,1.75
2016年10月,彰化縣,220388046,0.5188,131004150,0.3084,32896452,0.0774,40515455,0.0954,424804103,4.79
2016年10月,南投縣,83207731,0.5294,49865430,0.3172,14081937,0.0896,10030039,0.0638,157185137,1.77
2016年10月,雲林縣,113022536,0.516,54206688,0.2475,19184093,0.0876,32643300,0.149,219056617,2.47
2016年10月,嘉義縣,74851248,0.5089,33930710,0.2307,16857465,0.1146,21439382,0.1458,147078805,1.66
2016年10月,屏東縣,130829169,0.472,68895236,0.2486,23129777,0.0834,54320581,0.196,277174763,3.12
2016年10月,台東縣,35327570,0.4946,24919264,0.3489,8782573,0.123,2395161,0.0335,71424568,0.81
2016年10月,花蓮縣,57215673,0.4792,44378342,0.3717,15147426,0.1269,2654605,0.0222,119396046,1.35
2016年10月,基隆市,75072514,0.6127,39316393,0.3209,8123606,0.0663,8517,0.0001,122521030,1.38
2016年10月,新竹市,92339729,0.4438,93394458,0.4489,21535869,0.1035,801785,0.0039,208071841,2.35
2016年10月,嘉義市,48707587,0.4816,43071476,0.4259,8825280,0.0873,526111,0.0052,101130454,1.14
2016年10月,澎湖縣,14371979,0.507,8760470,0.309,4739274,0.1672,477454,0.0168,28349177,0.32
2016年10月,金門縣,7954613,0.3991,7371344,0.3699,4469606,0.2243,134436,0.0067,19929999,0.22
2016年10月,連江縣,1639521,0.3622,1924292,0.4251,942065,0.2081,21052,0.0047,4526930,0.05
2016年10月,合計,4400923994,0.4962,3499935270,0.3946,715930222,0.0807,253042559,0.0285,8869832045,100
2016年09月,新北市,977031896,0.5892,616240473,0.3716,62905565,0.0379,2057648,0.0012,1658235582,16.76
2016年09月,台北市,661936192,0.4092,813750323,0.503,140235047,0.0867,1809143,0.0011,1617730705,16.35
2016年09月,桃園市,438741212,0.5135,356954943,0.4178,55583566,0.0651,3068391,0.0036,854348112,8.64
2016年09月,台中市,614915290,0.4953,538123535,0.4335,73333266,0.0591,15044435,0.0121,1241416526,12.55
2016年09月,台南市,389089949,0.5402,242416002,0.3365,50515250,0.0701,38301274,0.0532,720322475,7.28
2016年09月,高雄市,646472836,0.5618,395730357,0.3439,87769137,0.0763,20812178,0.0181,1150784508,11.63
2016年09月,宜蘭縣,95035747,0.5329,62725286,0.3517,13529836,0.0759,7041016,0.0395,178331885,1.8
2016年09月,新竹縣,115374864,0.5719,70758745,0.3508,13691048,0.0679,1902154,0.0094,201726811,2.04
2016年09月,苗栗縣,117327713,0.6029,59682865,0.3067,15095342,0.0776,2488063,0.0128,194593983,1.97
2016年09月,彰化縣,243237569,0.5369,132848190,0.2932,31555714,0.0696,45436440,0.1003,453077913,4.58
2016年09月,南投縣,71115386,0.5021,47413084,0.3347,12731344,0.0899,10388618,0.0733,141648432,1.43
2016年09月,雲林縣,134319959,0.5311,62098568,0.2455,19460787,0.0769,37051775,0.1465,252931089,2.56
2016年09月,嘉義縣,91167360,0.5418,37109750,0.2205,16907846,0.1005,23079917,0.1372,168264873,1.7
2016年09月,屏東縣,160465898,0.5032,75483313,0.2367,22170218,0.0695,60766391,0.1906,318885820,3.22
