日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門售電量(度),服務業部門用電佔比(%),機關用電售電量(度),機關用電用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),合計售電量(度),縣市用電佔比(%)
2015年01月,台南市,242591228,0.4943,175235423,0.3571,45285105,0.0923,27637113,0.0563,490748869,7.37572265765
2015年01月,高雄市,421576476,0.5114,305419891,0.3705,76267610,0.0925,21140632,0.0256,824404609,12.390410121704
2015年01月,宜蘭縣,54818925,0.4855,40977636,0.363,12449870,0.1103,4654792,0.0412,112901223,1.6968518139519
2015年01月,新竹縣,66635709,0.5214,47787635,0.3739,12111757,0.0948,1263273,0.0099,127798374,1.9207489252973
2015年01月,苗栗縣,65635112,0.5376,40340093,0.3304,14537020,0.1191,1583821,0.013,122096046,1.8350456410154
2015年01月,彰化縣,151960237,0.4897,94634106,0.305,30182306,0.0973,33515830,0.108,310292479,4.6635487362859
2015年01月,南投縣,52918580,0.4883,35304530,0.3258,12184616,0.1124,7957407,0.0734,108365133,1.6286765334702
2015年01月,雲林縣,83866983,0.4889,43099286,0.2513,18363736,0.1071,26201767,0.1528,171531772,2.5780411472476
2015年01月,嘉義縣,59051895,0.5059,25998582,0.2227,15684860,0.1344,16002331,0.1371,116737668,1.754511762041
2015年01月,屏東縣,115871094,0.462,55755110,0.2223,20887893,0.0833,58295637,0.2324,250809734,3.7695513014478
2015年01月,台東縣,24296600,0.4664,17479959,0.3356,7851134,0.1507,2465690,0.0473,52093383,0.78293882997566
2015年01月,花蓮縣,39043308,0.4397,34162687,0.3847,13494258,0.152,2094030,0.0236,88794283,1.3345359436638
2015年01月,基隆市,43508338,0.5328,29749728,0.3643,8392971,0.1028,10953,0.0001,81661990,1.227340963901
2015年01月,新竹市,64181271,0.4248,68603074,0.4541,17692814,0.1171,597853,0.004,151075012,2.270585750475
2015年01月,嘉義市,35128298,0.4671,32391939,0.4307,7115890,0.0946,576705,0.0077,75212832,1.1304131790641
2015年01月,澎湖縣,11805369,0.5184,7084446,0.3111,3507276,0.154,377376,0.0166,22774467,0.34228943331055
2015年01月,金門縣,7226485,0.4273,5880818,0.3477,3633523,0.2148,172216,0.0102,16913042,0.25419499660464
2015年01月,連江縣,918856,0.3144,1138204,0.3895,851322,0.2913,14193,0.0049,2922575,0.043924915588917
2015年01月,合計,3114813111,0.4681,2707519650,0.4069,608246417,0.0914,222990808,0.0335,6653569986,100
2014年12月,新北市,521779847,0.5297,392013354,0.398,69585897,0.0706,1588395,0.0016,984967493,15.126962705562
2014年12月,台北市,345985555,0.3319,575972075,0.5525,119070310,0.1142,1480785,0.0014,1042508725,16.010671129121
2014年12月,桃園市,298946009,0.4971,248009599,0.4124,51954124,0.0864,2529126,0.0042,601438858,9.2367953656332
2014年12月,台中市,364346890,0.4437,377254581,0.4594,67033318,0.0816,12612411,0.0154,821247200,12.612574379089
2014年12月,台南市,250097194,0.4922,183081256,0.3603,47942482,0.0944,27004399,0.0531,508125331,7.803702138816
2014年12月,高雄市,340182562,0.453,310148426,0.413,81000965,0.1079,19578014,0.0261,750909967,11.532347155383
2014年12月,宜蘭縣,55686924,0.5055,37413942,0.3396,12884259,0.1169,4185957,0.038,110171082,1.6919886803263
2014年12月,新竹縣,73459044,0.5222,53462846,0.38,12541247,0.0891,1213755,0.0086,140676892,2.1604917055048
2014年12月,苗栗縣,55752826,0.5089,37273619,0.3402,14763817,0.1348,1761446,0.0161,109551708,1.6824764401099
2014年12月,彰化縣,152641508,0.4882,98181637,0.314,31488078,0.1007,30320709,0.097,312631932,4.8013478714183
2014年12月,南投縣,64497159,0.5193,38534472,0.3102,13450847,0.1083,7726322,0.0622,124208800,1.9075775583008
2014年12月,雲林縣,83347106,0.5001,40047466,0.2403,18617143,0.1117,24647053,0.1479,166658768,2.5595169241701
2014年12月,嘉義縣,56097050,0.4951,25565454,0.2257,15574536,0.1375,16058311,0.1417,113295351,1.7399706705758
2014年12月,屏東縣,104490530,0.4515,54647103,0.2361,21581921,0.0933,50699926,0.2191,231419480,3.5541008898052
2014年12月,台東縣,26996189,0.4859,17973409,0.3235,8105406,0.1459,2485222,0.0447,55560226,0.85328447140396
2014年12月,花蓮縣,42406921,0.4612,33419861,0.3635,14017319,0.1524,2103451,0.0229,91947552,1.4121148158254
2014年12月,基隆市,48509037,0.5598,29322186,0.3384,8808002,0.1017,8398,0.0001,86647623,1.3307194105
2014年12月,新竹市,57723310,0.3922,70160259,0.4767,18701361,0.1271,584415,0.004,147169345,2.2602016909577
2014年12月,嘉義市,34744733,0.4646,31849174,0.4258,7614185,0.1018,583650,0.0078,74791742,1.1486388129136
2014年12月,澎湖縣,10362019,0.5268,5005458,0.2545,3931652,0.1999,372118,0.0189,19671247,0.30210765518218
2014年12月,金門縣,5341582,0.3688,5012021,0.346,3975587,0.2745,155281,0.0107,14484471,0.22245003432493
2014年12月,連江縣,1107701,0.3405,1324527,0.4072,805491,0.2476,15312,0.0047,3253031,0.049959495076491
2014年12月,合計,2994501696,0.4599,2665672725,0.4094,643447947,0.0988,207714456,0.0319,6511336824,100
2014年11月,新北市,710687296,0.5484,513522664,0.3962,69980701,0.054,1817393,0.0014,1296008054,15.916452049085
2014年11月,台北市,483062664,0.3702,694917850,0.5325,125560560,0.0962,1502528,0.0012,1305043602,16.027418849049
2014年11月,桃園市,327193544,0.4857,290775533,0.4317,52852827,0.0785,2802908,0.0042,673624812,8.2728783869672
2014年11月,台中市,486534647,0.4694,463425781,0.4471,71538391,0.069,14957523,0.0144,1036456342,12.728861998579
2014年11月,台南市,314713014,0.5128,212308569,0.3459,51727418,0.0843,34968174,0.057,613717175,7.5371445088161
2014年11月,高雄市,542508949,0.5326,363275531,0.3566,89624481,0.088,23235031,0.0228,1018643992,12.510106093644
2014年11月,宜蘭縣,66211741,0.4934,49211152,0.3667,13449564,0.1002,5317404,0.0396,134189861,1.6480040239626
2014年11月,新竹縣,84765252,0.5469,55878391,0.3605,12937367,0.0835,1414660,0.0091,154995670,1.903523008022
2014年11月,苗栗縣,86295303,0.5639,48901163,0.3196,15691412,0.1025,2131693,0.0139,153019571,1.8792542661105
2014年11月,彰化縣,195747314,0.5189,111247978,0.2949,32552457,0.0863,37698743,0.0999,377246492,4.6330157301658
2014年11月,南投縣,62620376,0.4933,41354884,0.3258,13095899,0.1032,9872881,0.0778,126944040,1.5590171059054
2014年11月,雲林縣,112173997,0.5197,52651003,0.244,20149248,0.0934,30850678,0.1429,215824926,2.6505754150787
2014年11月,嘉義縣,75649095,0.5194,31425284,0.2158,17548809,0.1205,21011474,0.1443,145634662,1.7885591893148
2014年11月,屏東縣,138572933,0.4817,66837824,0.2323,23584071,0.082,58687682,0.204,287682510,3.5330682256512
2014年11月,台東縣,29106321,0.4683,21512519,0.3461,8564850,0.1378,2965286,0.0477,62148976,0.76326006875552
2014年11月,花蓮縣,48475952,0.4547,40904782,0.3837,14924972,0.14,2301419,0.0216,106607125,1.3092566731482
2014年11月,基隆市,53738098,0.5501,34940527,0.3577,9001596,0.0921,9363,0.0001,97689584,1.1997391332809
2014年11月,新竹市,84841253,0.4473,84251079,0.4442,19892566,0.1049,696854,0.0037,189681752,2.3295075219451
2014年11月,嘉義市,44787375,0.4759,40621398,0.4316,7999084,0.085,704292,0.0075,94112149,1.1558041650834
2014年11月,澎湖縣,14909858,0.5176,9568733,0.3322,3855515,0.1339,470427,0.0163,28804533,0.35375240676613
2014年11月,金門縣,9107627,0.4402,7324656,0.354,4054006,0.1959,204918,0.0099,20691207,0.25411154123368
2014年11月,連江縣,1280148,0.3367,1526416,0.4015,980530,0.2579,14642,0.0039,3801736,0.046689639435899
2014年11月,合計,3972982757,0.4879,3236383717,0.3975,679566324,0.0835,253635973,0.0311,8142568771,100
2014年10月,新北市,856266481,0.5912,515605221,0.356,74565819,0.0515,1973200,0.0014,1448410721,16.194052620237
2014年10月,台北市,579716734,0.4004,728080375,0.5029,138412875,0.0956,1647515,0.0011,1447857499,16.187867284787
2014年10月,桃園市,472946672,0.5513,326822945,0.381,55126659,0.0643,2963491,0.0035,857859767,9.591358311675
2014年10月,台中市,541486331,0.4892,474095615,0.4284,75327421,0.0681,15864354,0.0143,1106773721,12.374357367498
2014年10月,台南市,356681454,0.5279,230942629,0.3418,51745912,0.0766,36303835,0.0537,675673830,7.5544162981498
2014年10月,高雄市,466379298,0.4841,379414992,0.3938,94273474,0.0978,23385582,0.0243,963453346,10.771954360774
2014年10月,宜蘭縣,86562098,0.5532,50673616,0.3238,13028410,0.0833,6216379,0.0397,156480503,1.7495406951101
2014年10月,新竹縣,120463733,0.5851,70865840,0.3442,12760121,0.062,1784946,0.0087,205874640,2.3017951365553
2014年10月,苗栗縣,90170618,0.5746,49615820,0.3162,15017699,0.0957,2123707,0.0135,156927844,1.7545422209813
2014年10月,彰化縣,228522292,0.5328,125041012,0.2915,32065373,0.0748,43284851,0.1009,428913528,4.7954962920794
2014年10月,南投縣,84220113,0.5418,47581879,0.3061,13978048,0.0899,9664474,0.0622,155444514,1.7379577510344
2014年10月,雲林縣,120604259,0.5369,52066142,0.2318,18957902,0.0844,32989759,0.1469,224618062,2.5113572157022
2014年10月,嘉義縣,76998651,0.5243,31902729,0.2172,16357227,0.1114,21603850,0.1471,146862457,1.6420054906479
2014年10月,屏東縣,133162533,0.472,68198989,0.2417,23077157,0.0818,57712287,0.2045,282150966,3.1546076841382
2014年10月,台東縣,37252529,0.5097,24322514,0.3328,8717650,0.1193,2787472,0.0381,73080165,0.81707765645959
2014年10月,花蓮縣,62672640,0.5051,43809067,0.3531,14982047,0.1207,2621871,0.0211,124085625,1.3873476021205
2014年10月,基隆市,77395857,0.6156,39137460,0.3113,9191132,0.0731,8870,0.0001,125733319,1.4057697547263
2014年10月,新竹市,97608333,0.4651,89816206,0.428,21635973,0.1031,804981,0.0038,209865493,2.3464151345605
2014年10月,嘉義市,50234268,0.4956,41839397,0.4128,8515049,0.084,767183,0.0076,101355897,1.1332163630052
2014年10月,澎湖縣,14731941,0.5367,7679001,0.2798,4493862,0.1637,542466,0.0198,27447270,0.30687603192759
2014年10月,金門縣,8741259,0.4247,6860001,0.3333,4744249,0.2305,235702,0.0115,20581211,0.2301096015722
2014年10月,連江縣,1767357,0.3809,1877295,0.4046,969161,0.2089,26303,0.0057,4640116,0.051879126257865
2014年10月,合計,4564585451,0.5103,3406248745,0.3808,707943220,0.0792,265313078,0.0297,8944090494,100
2014年09月,新北市,1003646284,0.5901,614244504,0.3611,80818076,0.0475,2153147,0.0013,1700862011,16.971848915717
2014年09月,台北市,678969153,0.4051,839116147,0.5006,156338867,0.0933,1796650,0.0011,1676220817,16.725969697434
2014年09月,桃園市,439718086,0.5127,354268721,0.4131,60417956,0.0704,3243116,0.0038,857647879,8.5579371701734
2014年09月,台中市,618832548,0.4988,527811505,0.4254,77155282,0.0622,16952547,0.0137,1240751882,12.380694816515
2014年09月,台南市,389803488,0.5424,239119627,0.3328,52696578,0.0733,36990541,0.0515,718610234,7.1705665961492
2014年09月,高雄市,650898340,0.5595,397065131,0.3413,92727003,0.0797,22677813,0.0195,1163368287,11.608531834215
2014年09月,宜蘭縣,93927604,0.5291,62054424,0.3495,14316777,0.0806,7233762,0.0407,177532567,1.7714875664557
2014年09月,新竹縣,113638194,0.5778,67507476,0.3432,13602988,0.0692,1940908,0.0099,196689566,1.9626433983832
2014年09月,苗栗縣,120068539,0.6078,59097326,0.2992,16169011,0.0819,2196544,0.0111,197531420,1.9710437382136
2014年09月,彰化縣,246786698,0.547,127373670,0.2823,32625872,0.0723,44380498,0.0984,451166738,4.5019135377307
2014年09月,南投縣,71706661,0.5094,46152967,0.3279,13184795,0.0937,9725108,0.0691,140769531,1.4046519921176
2014年09月,雲林縣,137795527,0.55,59729593,0.2384,20382877,0.0814,32632411,0.1302,250540408,2.4999876088467
2014年09月,嘉義縣,92310061,0.5511,35832071,0.2139,17574215,0.1049,21800218,0.1301,167516565,1.671544083925
2014年09月,屏東縣,162342366,0.5122,74379759,0.2347,23116456,0.0729,57088853,0.1801,316927434,3.1624226376432
2014年09月,台東縣,37531464,0.4934,26424135,0.3474,9298312,0.1223,2805875,0.0369,76059786,0.75895351192822
2014年09月,花蓮縣,64112005,0.4796,50646515,0.3789,16141192,0.1208,2769564,0.0207,133669276,1.3338029436094
2014年09月,基隆市,74959411,0.5824,43247299,0.336,10498592,0.0816,8121,0.0001,128713423,1.2843515549485
2014年09月,新竹市,118945211,0.486,99929589,0.4083,24987431,0.1021,865930,0.0035,244728161,2.4419907946978
2014年09月,嘉義市,56985797,0.502,46993952,0.414,8764247,0.0772,765786,0.0067,113509782,1.1326438347737
2014年09月,澎湖縣,19783007,0.5317,12298873,0.3305,4522422,0.1215,605404,0.0163,37209706,0.3712926177115
2014年09月,金門縣,12404194,0.4581,9301275,0.3435,5144956,0.19,225698,0.0083,27076123,0.2701758671823
2014年09月,連江縣,1436898,0.3148,1942612,0.4256,1156497,0.2534,28389,0.0062,4564396,0.045545281629258
2014年09月,合計,5206601536,0.5195,3794537171,0.3786,751640402,0.075,268886883,0.0268,10021665992,100
2014年08月,新北市,887779791,0.5842,556247382,0.366,73530948,0.0484,2211241,0.0015,1519769362,16.043517847134
2014年08月,台北市,603815602,0.3863,809469287,0.5179,147929023,0.0946,1876773,0.0012,1563090685,16.50084146221
2014年08月,桃園市,480728077,0.5359,357225029,0.3982,55343707,0.0617,3717776,0.0041,897014589,9.4693773460616
2014年08月,台中市,564183129,0.4856,506495203,0.436,73701092,0.0634,17334854,0.0149,1161714278,12.263692253827
2014年08月,台南市,384258673,0.5345,248549060,0.3457,46885468,0.0652,39192332,0.0545,718885533,7.5889494597747
2014年08月,高雄市,503072802,0.4946,405028908,0.3982,84854528,0.0834,24230265,0.0238,1017186503,10.737977895059
2014年08月,宜蘭縣,89957007,0.5322,58030274,0.3433,13111037,0.0776,7932786,0.0469,169031104,1.7843849215226
2014年08月,新竹縣,123056315,0.5723,77652581,0.3612,12119713,0.0564,2173527,0.0101,215002136,2.2696803161952
2014年08月,苗栗縣,93618123,0.5639,55138601,0.3321,14780810,0.089,2494370,0.015,166031904,1.7527237234946
2014年08月,彰化縣,236907908,0.5248,134371744,0.2977,31291689,0.0693,48849100,0.1082,451420441,4.7654414431765
2014年08月,南投縣,86793928,0.5373,51195596,0.3169,13643940,0.0845,9907897,0.0613,161541361,1.7053190918675
2014年08月,雲林縣,125316750,0.5269,57151256,0.2403,18634038,0.0784,36725380,0.1544,237827424,2.5106365589978
2014年08月,嘉義縣,80840347,0.522,34619952,0.2236,15269915,0.0986,24128679,0.1558,154858893,1.6347752993016
2014年08月,屏東縣,145517677,0.4782,73956485,0.243,21697880,0.0713,63161752,0.2075,304333794,3.2127142299405
2014年08月,台東縣,39578124,0.5034,27135188,0.3451,8915443,0.1134,2999600,0.0381,78628355,0.83004398448539
2014年08月,花蓮縣,66472048,0.4964,49748893,0.3715,14510357,0.1084,3189400,0.0238,133920698,1.4137402438724
2014年08月,基隆市,79684686,0.5977,43660315,0.3275,9966717,0.0748,7656,0.0001,133319374,1.4073923383499
2014年08月,新竹市,102864792,0.4581,98553932,0.4389,22252971,0.0991,898569,0.004,224570264,2.3706867163569
2014年08月,嘉義市,53706093,0.4942,45690357,0.4204,8465037,0.0779,809496,0.0074,108670983,1.1471904216649
2014年08月,澎湖縣,15238809,0.5057,9452619,0.3137,4828012,0.1602,611674,0.0203,30131114,0.31808054386415
2014年08月,金門縣,8703694,0.3982,7772374,0.3556,5163031,0.2362,216072,0.0099,21855171,0.23071515636375
2014年08月,連江縣,1352525,0.339,1679298,0.4209,939573,0.2355,18426,0.0046,3989822,0.042118746478512
2014年08月,合計,4773446900,0.5039,3708824334,0.3915,697834929,0.0737,292687625,0.0309,9472793788,100
2014年07月,新北市,731294868,0.5422,544302160,0.4036,71164707,0.0528,1885565,0.0014,1348647300,15.714167091316
2014年07月,台北市,497668724,0.344,795997836,0.5503,151071227,0.1044,1824843,0.0013,1446562630,16.85505682314
2014年07月,桃園市,328774077,0.4601,327542922,0.4583,55102313,0.0771,3208971,0.0045,714628283,8.3267050230571
2014年07月,台中市,487774637,0.457,489660226,0.4588,73372482,0.0687,16459373,0.0154,1067266718,12.435577142855
2014年07月,台南市,332175650,0.5153,231321517,0.3588,47376902,0.0735,33774706,0.0524,644648775,7.5113178705525
2014年07月,高雄市,571716228,0.5317,393771779,0.3662,88289323,0.0821,21526630,0.02,1075303960,12.529225470139
2014年07月,宜蘭縣,67755055,0.4702,56168725,0.3898,13061872,0.0906,7123718,0.0494,144109370,1.6791333950725
2014年07月,新竹縣,83485560,0.522,62698727,0.392,11957832,0.0748,1801292,0.0113,159943411,1.8636284561642
2014年07月,苗栗縣,88690342,0.556,53722756,0.3368,14677060,0.092,2429035,0.0152,159519193,1.8586855533496
2014年07月,彰化縣,193208454,0.5057,117134745,0.3066,30161374,0.0789,41554103,0.1088,382058676,4.4516708507488
2014年07月,南投縣,60356281,0.4823,43641810,0.3487,12475073,0.0997,8675604,0.0693,125148768,1.458208274042
2014年07月,雲林縣,111380647,0.5097,56290865,0.2576,18948265,0.0867,31882181,0.1459,218501958,2.5459408681512
2014年07月,嘉義縣,76432820,0.5207,33544266,0.2285,16291843,0.111,20528834,0.1398,146797763,1.7104580096022
2014年07月,屏東縣,145658108,0.4909,72913347,0.2457,22215267,0.0749,55935537,0.1885,296722259,3.4573480832526
2014年07月,台東縣,30427430,0.4549,25044656,0.3744,8648523,0.1293,2770397,0.0414,66891006,0.77940054837928
2014年07月,花蓮縣,48996365,0.4277,48242082,0.4212,14693187,0.1283,2615643,0.0228,114547277,1.3346818331474
2014年07月,基隆市,53515956,0.5139,40365948,0.3877,10240468,0.0983,6505,0.0001,104128877,1.2132887317604
2014年07月,新竹市,87972487,0.4248,94872815,0.4582,23414918,0.1131,813866,0.0039,207074086,2.4127856020515
2014年07月,嘉義市,47953896,0.4714,44653929,0.439,8390956,0.0825,724486,0.0071,101723267,1.1852590478716
2014年07月,澎湖縣,15996973,0.4896,11811814,0.3615,4313904,0.132,547799,0.0168,32670490,0.38066997858905
2014年07月,金門縣,8859042,0.4044,8179450,0.3734,4697319,0.2144,170811,0.0078,21906622,0.25525155354873
2014年07月,連江縣,1036728,0.2908,1533942,0.4303,972513,0.2728,21914,0.0061,3565097,0.041539793209648
2014年07月,合計,4071130328,0.4744,3553416317,0.414,701537328,0.0817,256281813,0.0299,8582365786,100
2014年06月,合計,3183856629,0.4437,3072312529,0.4282,686822999,0.0957,232049231,0.0323,7175041388,100
2014年06月,新北市,601509363,0.528,461256134,0.4049,74607897,0.0655,1875032,0.0016,1139248426,15.016800607513
2014年06月,台北市,403969121,0.3241,695399119,0.558,145199895,0.1165,1710418,0.0014,1246278553,16.42759920023
2014年06月,桃園市,335619760,0.4828,299985395,0.4315,56765379,0.0817,2788370,0.004,695158904,9.1631135173541
2014年06月,台中市,413503339,0.4377,441075793,0.4669,74570306,0.0789,15492268,0.0164,944641706,12.45162672232
2014年06月,台南市,295541532,0.4915,223451098,0.3716,50371250,0.0838,31984243,0.0532,601348123,7.926563383984
2014年06月,高雄市,400027275,0.4511,374306227,0.4221,91032958,0.1027,21436702,0.0242,886803162,11.689238236319
2014年06月,宜蘭縣,61850928,0.488,45526349,0.3592,12921852,0.1019,6455899,0.0509,126755028,1.6707988688287
2014年06月,新竹縣,83217102,0.5143,64407207,0.398,12527268,0.0774,1666434,0.0103,161818011,2.1329753462317
2014年06月,苗栗縣,63241025,0.5034,45890066,0.3653,14518551,0.1156,1967358,0.0157,125617000,1.6557981550495
2014年06月,彰化縣,170364455,0.4813,114379632,0.3232,31164661,0.0881,38025221,0.1074,353933969,4.6653176948945
2014年06月,南投縣,69898655,0.5147,44482693,0.3275,13595626,0.1001,7837514,0.0577,135814488,1.7902145303534
2014年06月,雲林縣,96374849,0.4998,48944627,0.2538,18804719,0.0975,28700210,0.1488,192824405,2.5416806168554
2014年06月,嘉義縣,64288126,0.4937,30605213,0.235,16009954,0.1229,19320268,0.1484,130223561,1.7165187199804
2014年06月,屏東縣,120092657,0.4505,66884532,0.2509,22556757,0.0846,57060985,0.214,266594931,3.5140736914221
2014年06月,台東縣,29798399,0.4707,22427188,0.3542,8417414,0.133,2669023,0.0422,63312024,0.83453618962125
2014年06月,花蓮縣,47208193,0.4453,41753676,0.3939,14822125,0.1398,2225122,0.021,106009116,1.3973403177216
2014年06月,基隆市,54371439,0.5419,35853105,0.3574,10096072,0.1006,7330,0.0001,100327946,1.3224549852863
2014年06月,新竹市,68002485,0.3861,84098002,0.4775,23250154,0.132,767444,0.0044,176118085,2.3214692295936
2014年06月,嘉義市,39841576,0.4453,40396528,0.4515,8567927,0.0958,674564,0.0075,89480595,1.1794725563716
2014年06月,澎湖縣,11464480,0.4701,7783857,0.3192,4669452,0.1915,467286,0.0192,24385075,0.3214275312716
2014年06月,金門縣,5710960,0.3452,6029621,0.3645,4653607,0.2813,148131,0.009,16542319,0.21804963723414
2014年06月,連江縣,1086337,0.3335,1328298,0.4078,825867,0.2536,16399,0.005,3256901,0.042930261564749
2014年06月,合計,3436982056,0.453,3196264360,0.4213,709949691,0.0936,243296221,0.0321,7586492328,100
2014年05月,新北市,558500335,0.5103,463403954,0.4234,70802893,0.0647,1791314,0.0016,1094498496,15.254246447003
2014年05月,台北市,375203748,0.3137,680905448,0.5693,138198265,0.1156,1670761,0.0014,1195978222,16.668589870439
2014年05月,桃園市,271341924,0.4483,277350115,0.4583,53920659,0.0891,2608200,0.0043,605220898,8.4350858102674
2014年05月,台中市,383649286,0.4251,432459897,0.4791,72038126,0.0798,14430735,0.016,902578044,12.579412371189
2014年05月,台南市,255757999,0.4737,204830357,0.3794,50709927,0.0939,28591268,0.053,539889551,7.5245496409672
2014年05月,高雄市,434225612,0.4809,356718469,0.3951,90766213,0.1005,21178741,0.0235,902889035,12.583746715525
2014年05月,宜蘭縣,54095748,0.4569,45479215,0.3841,12730618,0.1075,6089776,0.0514,118395357,1.6500999868518
2014年05月,新竹縣,66361046,0.4987,53062124,0.3987,12198250,0.0917,1450382,0.0109,133071802,1.8546485630391
2014年05月,苗栗縣,67405872,0.5218,45807114,0.3546,14268188,0.1105,1695721,0.0131,129176895,1.800364458051
2014年05月,彰化縣,158170320,0.4867,102019846,0.3139,29802844,0.0917,34969885,0.1076,324962895,4.5290734565446
2014年05月,南投縣,54216029,0.4775,38712697,0.341,12292496,0.1083,8314096,0.0732,113535318,1.5823646423822
2014年05月,雲林縣,94745925,0.4974,49218615,0.2584,18384489,0.0965,28115712,0.1476,190464741,2.6545455377936
2014年05月,嘉義縣,63079103,0.4906,29771037,0.2316,16615652,0.1292,19098968,0.1486,128564760,1.7918330090056
2014年05月,屏東縣,117731645,0.4519,64269673,0.2467,22960781,0.0881,55552329,0.2132,260514428,3.6308421640006
2014年05月,台東縣,24301090,0.4434,20143623,0.3676,7966981,0.1454,2389652,0.0436,54801346,0.76377742003904
2014年05月,花蓮縣,39590536,0.414,39717343,0.4153,14294074,0.1495,2031808,0.0212,95633761,1.33286702931
2014年05月,基隆市,43466606,0.4996,33797171,0.3884,9733728,0.1119,8276,0.0001,87005781,1.2126171306205
2014年05月,新竹市,65224409,0.389,79461615,0.4739,22250724,0.1327,745179,0.0044,167681927,2.3370168607033
2014年05月,嘉義市,36353097,0.4323,38941970,0.4631,8114286,0.0965,675336,0.008,84084689,1.1719052818375
2014年05月,澎湖縣,12213246,0.4767,8986763,0.3507,3996837,0.156,425322,0.0166,25622168,0.35710132686973
2014年05月,金門縣,7246025,0.4159,6036836,0.3465,3940357,0.2262,198142,0.0114,17421360,0.24280501056254
2014年05月,連江縣,977028,0.3203,1218647,0.3996,836611,0.2743,17628,0.0058,3049914,0.042507266997803
2014年04月,新北市,526878806,0.5442,373650261,0.3859,66056710,0.0682,1647651,0.0017,968233428,15.138472029462
2014年04月,台北市,343967633,0.3319,569869133,0.5499,121095847,0.1168,1471242,0.0014,1036403855,16.204326680347
2014年04月,桃園市,315924450,0.5164,243766852,0.3985,49726565,0.0813,2320811,0.0038,611738678,9.5646241892026
2014年04月,台中市,354826581,0.4446,363332579,0.4553,66806992,0.0837,13087290,0.0164,798053442,12.47768292269
2014年04月,台南市,236641293,0.4847,179513553,0.3677,46951974,0.0962,25074023,0.0514,488180843,7.632779269293
2014年04月,高雄市,305535738,0.4274,307689433,0.4304,81123006,0.1135,20463636,0.0286,714811813,11.176187812253
2014年04月,宜蘭縣,55105899,0.5062,36522808,0.3355,11870550,0.109,5360593,0.0492,108859850,1.7020397630358
2014年04月,新竹縣,75990300,0.54,52043675,0.3698,11439049,0.0813,1243881,0.0088,140716905,2.2001295026709
2014年04月,苗栗縣,55702179,0.5216,36297212,0.3399,13302852,0.1246,1498272,0.014,106800515,1.6698417574772
2014年04月,彰化縣,151585446,0.4943,93358972,0.3045,29418846,0.0959,32274759,0.1053,306638023,4.7943305819794
2014年04月,南投縣,63036808,0.5218,37768209,0.3127,12492575,0.1034,7498292,0.0621,120795884,1.8886614098684
2014年04月,雲林縣,86334907,0.5124,40087472,0.2379,17250078,0.1024,24808754,0.1472,168481211,2.6342285098356
2014年04月,嘉義縣,55605358,0.4971,25239221,0.2256,14878893,0.133,16129640,0.1442,111853112,1.7488398545772
2014年04月,屏東縣,96955244,0.4309,54362728,0.2416,21015566,0.0934,52696332,0.2342,225029870,3.518375109012
2014年04月,台東縣,25771332,0.4892,17186889,0.3263,7437626,0.1412,2280972,0.0433,52676819,0.82360981140651
2014年04月,花蓮縣,42092340,0.464,33602118,0.3704,13054297,0.1439,1960663,0.0216,90709418,1.4182550896206
2014年04月,基隆市,50387486,0.5676,29296018,0.33,9080436,0.1023,8762,0.0001,88772702,1.3879742501586
2014年04月,新竹市,58786322,0.399,68445442,0.4646,19454316,0.1321,631534,0.0043,147317614,2.3033325585472
2014年04月,嘉義市,33227430,0.4524,32118704,0.4373,7510529,0.1023,588459,0.008,73445122,1.1483252828753
2014年04月,澎湖縣,9944524,0.5099,5217047,0.2675,3934398,0.2017,405419,0.0208,19501388,0.3049070691388
2014年04月,金門縣,5539893,0.4017,4156340,0.3014,3901918,0.2829,193727,0.014,13791878,0.21563804068202
2014年04月,連江縣,1168001,0.385,1090092,0.3593,761312,0.2509,14689,0.0048,3034094,0.047438505865922
2014年04月,合計,2951007970,0.4614,2604614758,0.4072,628564335,0.0983,211659401,0.0331,6395846464,100
2014年03月,新北市,550700502,0.5549,377093030,0.38,63166174,0.0636,1452466,0.0015,992412172,15.628774719541
2014年03月,台北市,364812924,0.3503,558041978,0.5358,117192333,0.1125,1403032,0.0013,1041450267,16.401039874135
2014年03月,桃園市,281218747,0.503,227939779,0.4077,47788556,0.0855,2133120,0.0038,559080202,8.8045459071751
2014年03月,台中市,369844701,0.4691,344824730,0.4374,61939353,0.0786,11743509,0.0149,788352293,12.415184672816
2014年03月,台南市,240135967,0.5132,160970038,0.344,44981244,0.0961,21868875,0.0467,467956124,7.3694993340181
2014年03月,高雄市,386048972,0.5048,283592774,0.3708,76717895,0.1003,18426369,0.0241,764786010,12.044056488
2014年03月,宜蘭縣,53864671,0.4947,38744854,0.3558,11857292,0.1089,4420661,0.0406,108887478,1.7147893903915
2014年03月,新竹縣,67845916,0.55,43375922,0.3516,11093714,0.0899,1051461,0.0085,123367013,1.9428170153476
2014年03月,苗栗縣,67397371,0.5667,37107284,0.312,13072510,0.1099,1344241,0.0113,118921406,1.8728063965191
2014年03月,彰化縣,155209303,0.5304,81406974,0.2782,27934906,0.0955,28093590,0.096,292644773,4.6086488649679
2014年03月,南投縣,53336405,0.5167,32290223,0.3128,11355176,0.11,6240200,0.0605,103222004,1.625567976826
